2;2;"Manning would become Tennessee's all-time leading passer with 11,201 yards, 863 completions and 89 touchdowns, while compiling a 39-6 record as a starter.";
2;3;"In his college career, he threw only 33 interceptions in 1,381 attempts, an NCAA record for best all-time interception percentage.";
3;2;"He was the NFL co-MVP in 2003.";CONTROL
3;4;"After many football insiders criticized Manning for being 0-3 in the playoffs, he won his first NFL playoff game against the Denver Broncos on January 4, 2004.";
3;5;"Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3.";
675;3;"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.";
3;3;"He shared the honor with Tennessee Titans quarterback Steve McNair.";CONTROL
3;6;"However, he posted the third lowest passer rating of his career - 35.5 - in the AFC title game against the New England Patriots, throwing four interceptions in a 24-14 loss.";
5;2;"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.";
7;2;"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old.";
7;3;"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life.";
9;2;"He graduated in 1983 with a bachelor's degree in history.";CONTROL
868;1;"Taylor was born with dual British and American citizenship.";
11;1;"Christian VII (January 29, 1749–March 13, 1808), King of Denmark and Norway, Duke of Schleswig and Holstein.";
11;2;"He was the son of Frederick V, King of Denmark, and his first consort Louisa, daughter of George II of Great Britain.";
12;3;"He ultimately sank into a condition of mental stupor.";
1059;1;"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.";
12;4;"Symptoms during this time included paranoia, self-mutilation and hallucinations.";
12;5;"He became submissive to upstart Johann Friedrich Struensee, who rose steadily in power in the late 1760s.";
12;6;"The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.";
14;2;"However, it is widely believed that Louise was the daughter of Struensee - portrait comparisons have supported this.";
15;2;"Struensee was arrested and executed in that same year.";
15;3;"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved.";
15;4;"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle.";
15;5;"She died of cancer there on May 11, 1775.";CONTROL
637;1;"Franklin James Schaffner (May 30, 1920 – July 2, 1989) was an American film director.";
429;1;"Talia Shire (born April 25, 1946) is an American actress of Italian descent.";
18;2;"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart.";
18;3;"In 1955 Ferrer directed himself in The Shrike.";
18;4;"The Cockleshell Heroes followed a year later, along with The Great Man.";
18;5;"In 1958 Ferrer appeared in I Accuse!";
18;7;"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962.";
19;2;"Clooney was Ferrer's third wife.";
19;3;"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.";
20;2;"In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name.";
20;4;"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan.";
21;2;"Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. in the 1980s.";
21;3;"He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s.";
24;2;"His nephew is the actor Jack Davenport.";CONTROL
30;2;"He flew a P-38 Lightning in the North African campaign of November 1942.";
32;2;"In his later years he became known as the last Australian politician to advocate, and use, capital punishment.";CONTROL
33;2;"He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education.";
40;2;"On 2005-04-12, Bob Dole released his biography One Soldier's Story: A Memoir (ISBN 0060763418), which talks of his World War II experiences and his battle to survive his war injuries.";
42;3;"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store.";
44;2;"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. Bush.";
44;4;"The contest between the two was bitter, although they differed little on issues.";
44;5;"At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.";
47;2;"While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.";
48;3;"Dole studied Law at KU, but his studies were interrupted by the start of World War II.";CONTROL
694;1;"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist.";
890;2;"He is of three quarters Irish and one quarter French descent.";
49;3;"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.";
49;4;"He guest-starred as himself on NBC's Brooke Shields sitcom Suddenly Susan in January 1997 (shortly after losing the presidential election).";
