53;2;"He believed that commercial civilizations rise and fall in predictable cycles.";
59;1;"He was born in Philadelphia into an illustrious theatrical family.";CONTROL
53;3;"First, masses of people draw together in large population centers and engage in commercial activities.";
53;4;"As their desire for wealth grows, they discard spiritual and creative values.";
53;5;"Their greed leads to distrust and dishonesty, and eventually the society crumbles.";
53;6;"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.";
53;7;"He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.";
57;1;"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.";CONTROL
714;3;"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.";
59;5;"He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.";
60;5;"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).";
61;2;"When she became pregnant, Barrymore proposed marriage.";
61;3;"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.";
61;4;"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.";
62;1;"His dying words were 'Die? I should say not, dear fellow'.";
942;3;"In 1964 she went to Reprise again, shifting the next year to Dot Records.";
62;3;"No Barrymore would allow such a conventional thing to happen to him.";
62;4;"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.";
62;5;"Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.";
63;2;"He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.";
64;2;"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.";
64;3;"He and his wife had seven children.";CONTROL
682;2;"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.";
920;4;"She was a researcher and reporter at Thames Television [1980 to 1983].";
66;2;"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.";
66;3;"He died, however, aboard ship and was given a sea burial.";
690;2;"He was an African-American jazz trumpeter, bandleader, singer, and composer.";
679;3;"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.";
69;2;"The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.";
70;4;"In 1814, he was commissioned a lieutenant of engineers in the United States Army.";
70;5;"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.";CONTROL
70;6;"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.";
70;7;"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.";
70;8;"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.";
71;2;"She is the well-meaning and patient wife of Homer.";CONTROL
71;3;"Her most notable physical feature is her blue hair, styled into an improbably high beehive.";
71;4;"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.";
71;5;"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.";
71;6;"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.";
72;2;"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.";
72;3;"Her disapproving mother, Jacqueline, lives on but is rarely seen.";
72;4;"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.";
72;5;"None of the other Bouvier family members approves of Marge's marriage to Homer.";
73;3;"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.";
73;4;"Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.";
74;2;"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.";CONTROL
75;2;"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.";
77;3;"Four months later, he was killed by a German sniper in World War II.";
83;2;"He was also the father of 3 children, including actress Drew Barrymore.";CONTROL
85;2;"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.";
86;3;"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.";
88;2;"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.";
88;3;"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.";CONTROL
89;3;"Groucho did a German accent.";
