416;1;"Friedrich Wilhelm Bessel (July 22, 1784 – March 17, 1846) was a German mathematician, astronomer, and systematizer of the Bessel functions (which, despite their name, were discovered by Daniel Bernoulli).";JOB_TITLE
542;3;"To her family and friends, she was known as Rosie.";CONTROL
421;1;"George David Birkhoff (21 March 1884 - 12 November 1944) was an American mathematician, and one of the most important leaders in mathematics in the USA in his generation.";JOB_TITLE
425;2;"After a stint in the Army where he rose to the rank of corporal, he moved to California for a try at show business.";JOB_TITLE
475;1;"August Schleicher (February 19, 1821 - December 6, 1868) was a German linguist.";JOB_TITLE
481;2;"He arrived in Western Australia in October 1880 and immediately took up an appointment to the position of Colonial Secretary, and a nomination to the Western Australian Legislative Council.";JOB_TITLE
482;3;"Shortly afterwards he retired from the Army as a brevet major.";JOB_TITLE
544;2;"He has been described as the archetype of the 'Renaissance man' and as a universal genius.";CONTROL
497;1;"William Clark Falkner (July 6, 1825 or 1826 - November 6, 1889) was a soldier, lawyer, politician, businessman, and author in northern Mississippi.";JOB_TITLE
517;2;"He had been the 25th Vice President before becoming President upon the assassination of President William McKinley.";JOB_TITLE
525;1;"Debbie Reynolds (born April 1, 1932) is an American actress and singer.";JOB_TITLE
544;5;"In addition, he helped advance the study of anatomy, astronomy, and civil engineering.";CONTROL
539;3;"He attained the rank of lieutenant commander in 1865.";JOB_TITLE
543;1;"Billy Andrade (born January 25, 1964 Bristol, Rhode Island) is an American golfer.";JOB_TITLE
620;1;"Edward George Bulwer-Lytton, 1st Baron Lytton (May 25, 1803–January 18, 1873) was an English novelist, playwright, and politician.";JOB_TITLE
630;1;"Michel Goulet (born April 21, 1960 in Peribonka, Quebec) was a Canadian professional ice hockey forward who played for the Quebec Nordiques and Chicago Blackhawks in the National Hockey League.";JOB_TITLE
635;1;"Charles Francis Adams, Jr. (May 27, 1835 – May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army.";JOB_TITLE
637;1;"Franklin James Schaffner (May 30, 1920 – July 2, 1989) was an American film director.";JOB_TITLE
551;2;"Hepburn's father was a staunch proponent of publicizing the dangers of venereal disease in a time when such things were not discussed, and her mother campaigned for birth control and equal rights for women.";CONTROL
642;1;"Abraham Lincoln (February 12, 1809 – April 15, 1865), sometimes called Abe Lincoln and nicknamed Honest Abe, the Rail Splitter, and the Great Emancipator, was the 16th President of the United States (1861 to 1865), and the first president from the Republican Party.";JOB_TITLE
658;1;"Georges Jean Raymond Pompidou (July 5, 1911 – April 2, 1974) was President of France from 1969 until his death in 1974.";JOB_TITLE
551;3;"The Hepburns demanded frequent familial discussions on these topics and more, and as a result the Hepburn children were well versed in social and political issues.";CONTROL
663;1;"Wilver Dornel Stargell (March 6, 1940 – April 9, 2001), ('Willie') beloved professional baseball player nicknamed 'Pops' in the later years of his career who played his entire Major League career (1962-1982) with the Pittsburgh Pirates as an outfielder and first baseman.";JOB_TITLE
690;2;"He was an African-American jazz trumpeter, bandleader, singer, and composer.";JOB_TITLE
551;4;"Once a very young Katharine Hepburn even accompanied her mother to a suffrage rally.";CONTROL
694;1;"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist.";JOB_TITLE
696;1;"Lisa Marie Presley (born February 1, 1968 in Memphis, Tennessee) is an American singer, daughter of the singer Elvis Presley and his wife Priscilla Beaulieu.";JOB_TITLE
704;1;"Elisha Archibald Manning III (born May 19, 1949) is an American former quarterback in professional American football.";JOB_TITLE
713;1;"Carmine Coppola (born June 11, 1910 in New York City, died April 26, 1991 in Northridge, CA) was a composer, editor, musical director, and songwriter.";JOB_TITLE
