60;4;"His third wife was Dolores Costello (1903-1979), an actress and model best known for her role as Dearest in the movie Little Lord Fauntleroy (1936); they married on November 24, 1928 and divorced in 1935.";WIFE
516;1;"Koldewey was a self-trained classical era archaeological historian.";CONTROL
214;1;"He married Dorothy Walker, George Herbert Walker's daughter, on August 6, 1921, and together they had five children, including George H. W. Bush (named after George Herbert Walker), Prescott Bush, Jr., Jonathan Bush, William Bush, and Nancy Bush.";WIFE
401;2;"They lost control of both houses of Congress for the first time in 40 years, in large part due to stalled legislation, including a failed attempt to create a comprehensive health care system under a plan developed by First Lady Hillary Rodham Clinton.";WIFE
799;1;"Hanks has been married to actress Rita Wilson since 1988.";WIFE
809;1;"That year, he also married Rose Fitzgerald, the daughter of John F. Fitzgerald, the Democrat mayor of Boston and probably the most recognized politician in the city.";WIFE
819;2;"In 1986, Schwarzenegger married TV journalist Maria Shriver, niece of the late President of the United States John F. Kennedy.";WIFE
873;2;"He married Margaret Tyndal Winthrop, who came from a family with deep roots in Massachusetts history going back to the John Winthrop, the first governor of the Massachusetts Bay Colony.";WIFE
893;1;"He was married to actress Kim Basinger from 1993 to 2002.";WIFE
917;1;"Laurance married Mary French in 1934.";WIFE
519;2;"Finding law school tedious, however, Roosevelt found other diversions, including the completion of his first published book, The Naval War of 1812 (1882).";CONTROL
933;3;"His wife is Barbara Bush.";WIFE
951;2;"In this year Encke married Amalie Becker (1787–1879), daughter of a bookseller.";WIFE
979;3;"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.";WIFE
988;2;"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.";WIFE
1010;3;"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.";WIFE
542;2;"Although she was christened Rose Marie Kennedy, she was commonly known as Rosemary.";CONTROL
519;3;"Unable to stomach a career as a corporate lawyer, and presented with an opportunity to run for New York Assembly-man in 1881, he dropped out of school to pursue his new goal of entering public life.";CONTROL
1016;1;"Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.";WIFE
71;2;She is the well-meaning and patient wife of Homer.;WIFE
71;4;"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been ""gray as a mule since seventeen"".";WIFE
77;2;"1944, Kathleen Kennedy, known to friends as ""Kick,"" married William Cavendish, Marquess of Hartington, a Protestant and the eldest son and heir of the 10th Duke of Devonshire.";WIFE
80;1;"Mary Lilian Baels (November 28, 1916 – June 7, 2002) was best known as Princess de Réthy, the controversial morganatic second wife of King Léopold III of the Belgians.";WIFE
109;1;"Catherine of Braganza (25 November 1638 – 30 November 1705), or Catarina de Bragança was the queen consort of King Charles II of England.";WIFE
168;2;"In the mid to late 1930s, she made many recordings with her husband Red Norvo.";WIFE
524;2;"He passed the exam in 1875 and entered as a freshman the next year, in 1876.";CONTROL
249;1;"Sara Ann Delano Roosevelt (September 21, 1854 – September 7, 1941) was the wife of James Roosevelt, Sr. and the mother of President of the United States Franklin Delano Roosevelt, her only child.";WIFE
280;1;"At the age of 21, she married William Hutchinson.";WIFE
524;4;"At Harvard, Roosevelt did well in science, philosophy, and rhetoric but fared poorly in classical languages.";CONTROL
294;4;"From 1993 to 2002, she was married to actor Alec Baldwin, with whom she later engaged in a long legal custody battle regarding their child.";WIFE
296;1;"Anna Eleanor Roosevelt (October 11, 1884 – November 7, 1962) was an American human rights activist, statesman, journalist, educator, author, diplomat and as the wife of President of the United States Franklin D. Roosevelt, the longest serving First Lady of the United States from 1933-1945.";WIFE
307;1;"Barrymore was married to Welsh bartender turned bar owner, Jeremy Thomas, from March 20 to April 28, 1994, and to comedian Tom Green from July 7, 2001 to October 15, 2002 (Green filed for divorce in December 2001).";WIFE
478;1;"She married Joseph P. Kennedy, Sr. on October 7, 1914, after a courtship of more than 7 years, and they lived in nearby Brookline, in a house that is now a national historic landmark.";WIFE
496;3;"She has two children by her first husband, William LeBlond, and two children by her second husband, Robert P. Koch, whom she married in June 1992 at Camp David.";WIFE
532;3;"They gave her a new first name and cast her for small roles in two movies.";CONTROL
673;5;"Maria Shriver married the actor Arnold Schwarzenegger on April 26, 1986.";WIFE
697;1;"Two weeks later she married Michael Jackson on May 18, 1994.";WIFE
698;1;"On August 10, 2002 she married Nicolas Cage, someone well-known for his Elvis-obsession.";WIFE
701;1;"Presley married her first husband Danny Keough on October 3, 1988.";WIFE
537;1;"Dewey officially remained an active officer of the Navy until his death, as a special honor after he passed retirement age.";CONTROL
773;1;"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ambassador to France from 1968 to 1970, and was Democratic vice-presidential candidate in 1972.";WIFE
829;3;"She was married to director Spike Jonze on June 26, 1999 but the marriage ended in divorce on December 9, 2003.";WIFE
839;3;"She married José Ferrer in 1938; they divorced in 1948.";WIFE
537;2;"He published his autobiography in 1913.";CONTROL
866;1;"After marrying Richard Burton, Taylor relinquished her American citizenship, and is now a ""permanent resident"" of the U.S. After marrying Republican Senator John Warner, of Virginia, she received a ""green card"" and keeps her British passport.";WIFE
867;1;"Elizabeth Taylor won the Academy Award for Best Actress in a Leading Role for her performances in BUtterfield 8 (1960), which co-starred then husband Eddie Fisher, and then again for Who's Afraid of Virginia Woolf?";WIFE
867;2;"(1966), which co-starred then husband Richard Burton and the Supporting Actress Oscar-winner, Sandy Dennis.";WIFE
884;1;"She is married to cinematographer Christopher Duddy (married December 31, 1996 – present).";WIFE
538;2;"He arrived at the mouth of the bay late the night of April 30, and the following morning he gave the order to attack at first light, by saying the now famous words 'You may fire when ready, Gridley'.";CONTROL
910;1;"Grace Anna Goodhue Coolidge (January 3, 1879 – July 8, 1957) was wife of Calvin Coolidge and First Lady of the United States from 1923 to 1929.";WIFE
939;1;"Rosemary Clooney was married three times, twice to José Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).";WIFE
959;2;"She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.";WIFE
1006;1;"Fisher has had one husband, musician Paul Simon (married 1983-divorce 1984).";WIFE
1008;4;She was married to singer Paul Simon but divorced after 12 years.;WIFE
541;2;"She underwent a lobotomy at the age of 23, after which she was incapacitated for the rest of her life.";CONTROL
1022;1;She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.;WIFE
1039;1;"Mary Ford (July 7, 1928-September 30, 1977, original name Iris Colleen Summers) was half of a husband-wife musical duo; the other half being Les Paul.";WIFE
